Note: The following shows the ratings of three different participants in the same questionnaire.

Questionnaire ID	Colors	Shapes	Materials	Textures	Categories	Appearances	Actions	Biological States	Emotional States	Overall Emotions	Quantities	Interaction Relationships	Spatial Relationships	Positions in the figure	Layouts	Occlusion Relationships	Density Relationships	Environments	Relative Proportions	Styles	Lighting	Photographic Compositions
1811	5	5	5	5	5	5	5	5	4	5	5	5	4	4	4	4	4	5	5	5	4	4
1811	5	4	5	4	4	4	4	3	3	3	1	4	3	3	3	3	3	3	2	3	3	4
1812	5	5	2	2	5	5	4	4	4	4	3	4	3	3	3	3	4	3	4	5	4	4
1812	5	4	4	4	4	4	3	4	3	3	3	4	4	3	3	3	3	4	3	3	3	3
1812	2	5	2	3	3	3	2	4	3	3	2	2	2	2	2	2	2	3	3	4	3	2
1813	4	4	4	4	4	4	5	4	3	3	4	4	4	4	3	3	3	3	3	3	3	2
1813	2	2	2	3	2	2	4	4	4	4	4	3	3	2	3	2	4	4	3	2	3	3
1813	4	4	4	4	4	4	2	4	3	3	4	2	2	2	3	3	3	4	4	4	3	3
1814	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	3	4	4
1814	5	4	4	4	4	3	4	4	3	3	1	3	4	4	4	4	3	3	4	4	3	3
1814	4	5	5	4	5	4	5	3	3	3	1	4	5	4	5	4	3	3	4	3	4	4
1815	4	4	4	4	3	3	4	3	3	3	3	3	1	2	3	3	3	3	4	4	3	4
1815	4	4	5	4	5	4	4	3	4	3	3	3	5	4	4	4	3	3	4	3	3	4
1815	5	5	5	5	5	5	3	3	3	3	3	3	3	3	4	4	3	4	4	4	4	4
1816	3	4	4	4	5	4	4	3	3	3	4	4	4	4	3	3	2	2	4	4	4	4
1816	5	5	5	5	5	5	4	3	3	3	2	4	3	3	3	3	3	3	4	5	3	5
1816	5	5	4	5	5	5	5	5	4	5	2	5	4	4	4	4	5	5	4	5	5	5
1817	1	5	5	4	5	3	5	3	3	3	1	3	3	3	3	3	3	5	4	5	5	3
1817	5	5	5	5	5	5	5	5	4	4	2	5	5	5	5	5	5	5	5	5	5	4
1817	4	4	4	4	4	3	4	4	3	3	2	3	3	3	3	4	2	4	4	4	4	3
1818	5	5	5	5	5	3	4	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5
1818	4	2	4	4	4	4	2	3	1	3	4	2	2	3	3	4	3	3	4	4	3	3
1818	4	4	4	5	4	4	2	4	4	4	4	2	1	3	4	3	4	2	4	4	3	3
1819	4	2	4	4	4	3	4	4	4	4	4	3	3	3	3	4	3	3	4	4	3	3
1819	4	4	4	4	4	5	4	4	5	4	4	4	5	5	5	4	4	4	4	5	4	5
1819	3	4	4	4	4	4	5	3	4	4	4	5	5	4	4	3	3	3	3	4	3	3
1820	4	4	4	4	4	5	5	5	4	4	5	5	5	4	4	4	5	4	5	5	5	4
1820	3	3	5	3	4	3	5	3	3	3	5	5	5	4	4	3	4	4	4	2	3	3
1820	2	2	3	3	4	4	2	2	2	2	2	2	4	4	4	3	1	3	4	3	3	4
1821	4	4	4	3	5	4	4	3	3	3	5	4	3	5	4	3	4	3	4	5	3	4
1821	4	2	3	3	4	4	4	4	4	3	4	4	4	3	3	4	4	4	4	5	4	4
1821	4	4	4	4	4	3	4	4	4	3	4	4	3	5	4	2	4	3	3	5	3	3
1822	4	1	3	4	3	3	4	5	4	3	4	4	4	4	4	4	4	4	4	4	3	4
1822	4	4	4	4	5	5	4	4	3	3	5	4	3	3	4	3	3	4	3	4	4	3
1822	5	4	5	5	4	4	4	4	3	4	5	5	3	3	4	4	4	4	4	5	4	4
1823	4	2	4	4	4	4	5	3	3	3	5	4	5	5	4	3	3	3	3	3	3	3
1823	5	3	4	4	4	3	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4
1823	4	3	4	4	4	1	1	3	3	3	4	4	4	4	4	4	3	3	4	4	4	3
1824	5	5	5	5	4	4	4	4	4	4	5	3	3	4	4	4	4	4	4	5	4	5
1824	5	4	3	4	4	4	4	3	4	4	4	4	2	2	4	4	3	4	4	4	3	3
1824	3	5	3	4	4	4	5	4	3	3	5	4	5	3	2	3	3	3	3	5	3	3
1825	4	4	4	4	4	4	4	3	3	3	5	4	4	4	4	4	3	4	4	4	4	4
1825	5	5	5	4	5	3	4	3	3	4	5	3	5	3	5	3	3	3	4	4	4	3
1825	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1826	4	4	5	4	5	4	5	4	3	3	5	5	5	3	5	3	3	3	3	5	3	3
1826	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1826	3	3	5	3	4	4	4	4	4	4	5	5	5	5	4	4	4	5	4	4	4	4
1827	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1827	4	4	4	4	5	3	2	3	3	3	4	2	3	4	4	3	4	3	3	4	3	3
1827	3	4	4	5	4	4	4	4	3	3	5	4	4	2	2	3	4	4	4	4	5	4
1828	3	3	4	3	4	4	4	3	3	3	1	3	3	4	4	3	3	3	3	2	3	3
1828	4	4	4	4	5	4	4	3	3	3	2	4	4	3	4	3	4	3	4	4	5	4
1828	2	2	2	2	2	1	2	2	2	4	2	4	4	4	5	5	5	5	5	4	5	4
1829	4	5	5	4	4	4	5	5	3	3	5	3	2	2	4	4	4	3	4	4	4	4
1829	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	4	4	5	4	5	5	5
1829	3	5	4	4	4	4	2	4	3	3	5	4	2	3	4	2	3	3	3	2	3	3
1830	5	2	4	4	4	2	4	4	4	4	4	4	2	2	3	2	4	4	2	4	4	4
1830	4	2	4	4	2	2	2	3	3	3	4	2	4	3	2	4	3	3	4	2	3	3
1830	3	4	4	4	4	4	3	3	3	3	4	3	4	3	3	2	3	3	3	4	3	3
1831	3	3	3	3	4	2	1	3	3	3	4	1	1	3	1	3	3	3	3	1	3	3
1831	3	3	3	3	4	3	2	3	3	3	4	4	4	3	3	3	3	3	3	4	3	3
1831	3	4	3	3	4	4	4	4	3	3	4	2	4	3	3	3	3	3	3	4	3	3
1832	3	3	3	3	4	3	4	3	3	3	4	3	2	3	3	3	3	3	3	4	3	3
1832	3	3	4	4	4	3	4	3	3	3	4	3	2	3	3	4	3	3	3	4	3	3
1832	4	5	4	4	5	3	5	3	3	3	5	2	5	5	4	4	3	3	4	5	4	5
1833	3	3	3	4	4	3	4	3	3	3	4	4	4	3	3	3	3	3	3	4	3	3
1833	4	5	4	5	5	5	3	4	3	3	5	2	2	3	2	3	3	3	4	4	5	4
1833	5	5	5	5	5	5	5	5	4	4	4	5	5	5	5	5	4	5	4	4	5	4
1834	4	5	4	5	5	4	5	4	3	3	5	4	4	3	3	3	3	3	4	5	4	4
1834	4	4	4	5	5	4	5	5	3	3	5	5	5	5	5	4	5	3	3	4	3	3
1834	4	4	4	3	3	3	4	4	4	4	4	4	3	2	3	3	4	3	4	2	3	4
1835	5	5	4	5	5	5	4	3	3	3	1	4	4	5	5	5	3	4	4	5	4	4
1835	4	4	4	4	4	2	4	4	4	4	2	4	3	3	4	4	4	4	4	2	3	4
1835	5	5	5	5	5	5	5	3	3	3	1	4	4	4	4	4	3	3	4	4	3	3
1836	2	3	3	2	2	3	3	4	4	4	2	3	3	3	2	3	3	3	4	2	3	3
1836	4	4	4	4	2	2	3	3	3	3	4	4	3	3	2	3	3	3	4	4	3	3
1836	4	4	4	4	4	2	3	4	3	3	4	3	2	2	2	2	3	3	3	4	3	3
1837	4	4	4	4	4	4	4	4	4	3	4	3	3	3	3	3	4	3	3	4	3	3
1837	4	4	4	4	4	4	4	4	3	3	5	3	4	3	4	3	3	4	3	4	4	4
1837	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1838	4	4	4	4	2	4	2	3	3	3	2	2	2	2	3	2	3	3	4	4	3	3
1838	4	3	4	4	2	3	4	3	3	4	4	4	2	1	1	1	3	4	3	4	4	4
1838	4	4	4	4	5	4	4	4	3	3	2	4	4	4	4	4	3	4	4	4	3	3
1839	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1839	4	4	4	4	4	5	5	4	4	4	5	5	4	4	4	4	4	4	4	2	3	4
1839	3	3	3	3	3	4	4	3	4	3	4	5	4	3	3	4	3	4	4	4	3	3
1840	3	4	4	4	4	5	4	4	3	3	4	4	4	4	3	3	3	3	4	2	4	3
1840	4	4	4	4	3	4	4	4	4	4	5	4	3	3	4	4	3	3	3	4	4	4
1840	3	4	3	3	5	3	2	4	3	3	5	4	4	3	4	3	3	4	4	4	3	3
1841	4	3	4	4	5	4	3	4	3	4	2	2	3	3	3	3	2	4	3	2	3	4
1841	4	3	4	3	4	3	4	4	3	3	4	5	3	3	4	3	3	3	3	4	3	5
1841	5	5	4	5	4	4	5	4	4	4	5	3	4	4	4	4	4	4	5	5	4	4
1842	4	4	4	3	4	4	2	4	3	3	4	4	3	3	3	3	3	3	3	3	3	3
1842	4	4	5	4	5	4	5	5	4	4	5	4	4	4	4	4	3	4	4	4	4	4
1842	4	5	5	4	4	5	4	4	3	3	5	4	3	4	4	4	4	4	4	4	4	4
1843	5	5	4	5	5	4	5	5	4	4	1	5	4	5	3	4	4	5	4	4	4	5
1843	4	4	4	5	5	5	5	5	4	4	1	4	4	5	4	4	4	4	5	4	4	4
1843	5	4	5	4	4	4	4	4	4	4	1	5	4	4	4	4	4	3	4	5	4	4
1844	4	4	5	5	5	5	1	4	4	3	4	2	2	3	4	4	3	4	4	4	4	4
1844	5	4	4	2	4	4	1	4	4	4	5	1	4	4	4	3	4	4	4	5	4	4
1844	4	5	5	5	5	4	1	3	3	3	5	1	1	1	1	1	4	3	4	4	3	4
1845	5	4	4	3	5	4	4	4	4	4	2	4	4	4	3	4	2	5	4	4	5	4
1845	4	5	5	4	5	5	2	3	3	3	2	4	3	4	4	4	2	5	4	4	5	4
1845	4	4	4	4	4	4	4	4	3	4	4	3	3	3	3	3	4	4	4	3	3	3
1846	3	5	4	4	5	4	5	4	4	5	5	4	4	4	4	4	3	3	4	4	4	4
1846	4	3	3	2	4	2	2	4	4	4	4	3	3	3	3	3	3	4	3	3	4	3
1846	4	2	4	4	4	2	4	4	4	4	4	4	4	3	4	4	3	4	4	4	4	3
1847	4	4	4	4	4	4	4	5	4	4	4	4	3	3	3	3	3	3	3	4	4	3
1847	4	5	4	3	5	3	4	4	4	5	4	4	4	4	5	5	4	4	5	4	5	4
1847	4	4	4	4	4	2	3	2	4	4	4	4	4	4	4	4	4	4	4	2	4	4
1848	4	4	5	5	5	4	4	5	5	3	2	4	5	4	4	4	3	5	4	4	4	4
1848	4	4	4	4	4	4	4	4	4	4	1	2	2	3	2	4	2	4	4	2	4	4
1848	4	4	4	4	4	4	4	4	3	3	2	4	4	3	3	4	3	4	4	2	3	3
1849	4	4	4	4	4	4	4	4	4	4	3	4	4	2	2	2	4	4	4	4	4	4
1849	4	4	4	4	4	4	5	4	3	3	5	4	3	3	3	3	4	4	4	4	4	3
1849	4	4	5	4	5	3	4	4	4	3	5	3	4	3	3	3	4	3	4	4	4	3
1850	4	4	4	4	4	4	4	4	3	3	4	4	4	3	3	4	4	4	4	4	4	4
1850	4	4	4	4	5	4	4	3	3	3	4	4	4	3	3	3	4	3	3	3	4	3
1850	5	4	5	4	5	3	5	4	4	4	5	3	5	4	5	5	5	3	2	2	4	2
1851	5	4	5	4	4	3	4	3	3	3	4	2	2	3	3	3	4	3	3	3	4	3
1851	4	4	4	5	5	5	5	5	5	4	3	3	4	5	4	4	5	5	5	5	5	5
1851	5	5	5	5	5	5	4	4	4	4	4	5	4	4	4	4	4	5	5	4	4	4
1852	5	5	5	5	5	5	1	3	4	3	5	1	3	4	5	5	3	4	5	5	3	5
1852	5	5	5	5	5	5	2	4	4	5	5	2	2	2	4	4	4	4	4	4	5	5
1852	2	4	4	4	4	4	2	4	4	3	5	3	3	3	3	3	3	3	4	4	4	4
1853	1	4	4	4	4	4	1	1	2	2	2	2	4	4	4	4	4	4	4	4	4	4
1853	4	4	4	4	5	4	1	4	3	3	5	3	3	3	4	4	3	3	4	4	3	4
1853	5	4	4	4	4	4	1	3	3	3	5	4	3	3	3	3	3	3	3	5	3	3
1854	3	4	4	3	4	4	4	4	3	3	3	3	3	4	3	3	3	3	2	2	3	4
1854	3	4	4	4	4	3	5	3	3	3	3	4	4	3	3	3	3	3	3	5	3	3
1854	4	3	4	3	4	3	2	3	3	3	2	4	3	4	2	3	3	2	2	4	2	2
1855	4	5	4	4	4	3	2	3	3	3	4	2	3	3	3	4	3	3	3	5	3	3
1855	3	3	4	3	2	4	4	4	3	3	4	2	2	4	3	4	2	2	4	2	4	4
1855	3	4	4	3	4	4	4	3	3	3	4	4	3	3	4	4	3	3	4	4	3	3
1856	4	4	4	4	5	4	4	3	2	3	1	4	5	4	3	4	2	3	4	4	4	4
1856	4	4	4	3	4	3	4	4	3	3	1	3	4	4	3	3	3	3	4	4	3	3
1856	4	4	4	4	4	4	4	3	3	3	2	4	5	5	3	4	4	3	4	4	4	4
1857	3	4	4	3	4	3	4	3	3	3	4	4	3	3	4	3	4	3	4	4	3	3
1857	5	4	4	3	5	4	5	4	3	3	4	4	4	4	4	4	5	5	4	4	4	5
1857	4	4	4	4	4	4	4	5	4	3	4	4	4	4	4	4	4	5	4	3	5	4
1858	4	4	4	4	4	4	1	3	2	2	4	2	3	4	4	4	2	4	4	4	4	4
1858	4	4	4	4	5	5	1	4	4	4	4	1	4	4	4	4	5	4	4	4	4	4
1858	5	4	5	5	5	3	5	3	3	3	5	1	5	3	3	4	4	3	4	5	3	3
1859	4	4	4	2	4	4	4	4	4	5	4	2	2	2	3	1	4	5	4	3	4	4
1859	4	3	4	4	1	3	3	3	3	3	4	1	3	3	3	3	4	4	4	5	3	3
1859	4	3	3	3	4	3	4	3	3	3	4	4	3	3	4	3	3	3	4	3	3	4
1860	4	4	5	5	5	1	5	3	3	3	1	4	3	3	3	1	3	3	3	5	3	3
1860	5	3	3	4	4	4	4	4	3	3	5	4	3	3	4	4	3	3	4	4	3	3
1860	5	4	4	3	5	3	4	3	3	3	2	4	3	3	3	3	3	3	4	4	3	3
1861	3	3	4	4	5	4	4	4	4	3	5	4	3	3	4	4	4	4	4	3	3	3
1861	3	3	3	3	4	4	5	4	3	3	4	4	3	3	4	3	2	3	4	5	3	3
1861	3	4	4	4	4	3	4	3	3	3	4	4	3	3	3	3	2	3	4	3	3	3
1862	3	3	3	3	4	3	4	3	3	3	5	4	3	2	3	3	5	3	4	5	4	3
1862	4	4	4	4	4	3	4	4	3	3	3	4	4	3	4	3	4	3	4	3	3	3
1862	3	4	3	3	4	4	5	4	3	4	4	3	4	4	4	3	5	4	4	4	3	4
1863	4	4	4	4	4	4	4	3	3	3	4	2	4	3	3	3	3	3	4	3	3	3
1863	3	4	5	5	5	3	5	4	4	4	5	5	5	3	4	4	3	3	3	2	4	3
1863	4	4	5	5	5	4	5	4	3	3	4	4	5	5	4	4	3	4	4	4	4	4
1864	3	4	3	5	5	4	2	4	4	4	5	1	2	3	4	3	4	3	4	5	3	4
1864	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	3	3	4	4	4	4
1864	4	2	4	4	4	4	1	3	4	3	4	2	1	2	2	1	3	3	4	4	3	3
1865	4	4	4	3	4	3	4	3	3	3	2	4	4	4	4	3	4	3	4	3	4	4
1865	4	4	4	4	4	4	2	3	3	3	1	4	2	2	2	2	3	3	4	2	3	3
1865	4	4	4	4	4	4	4	3	3	3	1	1	2	2	2	4	2	3	4	4	3	3
1866	4	4	4	4	4	4	1	3	3	3	2	2	1	1	2	2	3	2	3	4	3	3
1866	4	4	4	4	4	4	2	3	3	3	2	2	2	2	2	4	2	3	4	4	3	3
1866	5	4	4	4	4	4	4	3	3	3	1	4	1	2	2	2	3	2	3	2	4	4
1867	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	3	3
1867	5	4	4	4	4	1	4	2	3	4	5	4	3	4	4	3	4	5	2	1	4	4
1867	5	2	5	5	5	5	4	4	4	4	2	2	3	3	3	3	3	5	5	5	4	3
1868	2	2	3	2	4	2	4	3	3	3	4	4	5	4	4	4	3	3	3	1	3	3
1868	1	1	3	4	4	1	5	3	3	3	4	2	2	3	2	3	3	3	2	4	4	3
1868	5	4	3	2	4	2	4	5	3	3	5	4	5	5	5	4	5	3	2	1	4	3
1869	4	4	4	4	4	2	5	4	4	2	4	3	2	3	4	4	3	5	5	5	4	3
1869	4	4	4	5	5	5	5	3	4	4	5	5	5	4	4	4	3	3	4	2	3	2
1869	4	4	4	4	5	5	3	3	3	3	4	2	2	4	3	1	3	4	3	4	4	4
1870	4	2	3	2	4	2	1	2	3	3	2	3	1	1	1	1	3	4	3	4	3	3
1870	4	2	2	4	2	2	3	2	3	3	4	3	2	2	2	2	2	4	3	2	3	3
1870	3	2	3	4	4	4	4	4	2	2	2	3	2	2	2	4	4	4	3	4	5	3
1871	5	4	5	5	5	5	4	4	3	3	4	3	3	3	4	3	3	4	4	2	4	4
1871	4	4	4	4	4	4	4	4	2	3	4	3	3	3	4	4	2	4	4	4	4	4
1871	5	4	4	4	5	4	4	4	4	3	5	3	3	3	4	4	3	4	4	4	4	4
1872	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3
1872	4	4	4	4	5	4	5	4	4	4	5	4	3	4	4	3	3	4	4	4	4	4
1872	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1873	4	4	2	3	2	4	3	2	3	4	3	3	3	3	4	3	3	3	4	4	4	4
1873	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4
1873	4	4	2	2	1	4	4	5	5	5	4	4	4	4	4	4	5	5	4	4	5	4
1874	4	4	4	3	4	4	3	4	5	3	4	4	3	3	3	4	4	4	4	3	3	4
1874	5	4	4	4	5	4	4	4	4	4	5	4	5	3	4	4	4	4	4	4	3	2
1874	5	5	5	5	5	4	4	4	4	4	4	4	5	5	5	5	5	5	5	4	4	4
1875	3	3	3	3	4	4	4	4	4	4	5	2	4	3	3	4	3	4	4	4	3	3
1875	1	3	4	4	4	2	2	4	2	2	4	2	3	3	3	3	4	4	2	1	3	3
1875	3	3	4	4	4	1	1	3	2	2	4	2	3	3	3	3	3	4	4	4	3	3
1876	2	4	4	4	4	4	2	4	3	4	4	2	3	3	3	3	3	4	2	4	4	3
1876	4	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	1	4	3	3
1876	4	4	4	4	4	2	2	2	4	4	4	1	4	4	4	4	4	4	4	5	4	4
1877	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	3	3	4	4	3	3	3
1877	4	2	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4
1877	5	5	5	5	5	4	4	4	5	4	5	5	5	3	3	4	3	4	5	4	4	4
1878	4	4	4	4	4	4	4	4	3	4	4	4	4	2	2	2	3	4	4	2	4	4
1878	4	4	4	4	2	2	5	4	3	3	4	2	3	3	4	4	3	4	4	4	4	3
1878	4	4	2	2	4	2	4	4	4	3	4	4	4	4	4	4	4	4	4	4	3	3
1879	4	4	4	4	4	2	4	4	4	4	4	5	3	3	3	4	3	4	4	4	4	3
1879	4	4	4	4	4	2	2	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4
1879	3	3	4	4	5	4	5	5	5	5	5	5	3	3	3	3	4	4	4	5	3	3
1880	4	4	4	4	4	2	4	4	3	3	4	3	3	3	4	4	3	4	4	4	4	4
1880	5	3	3	4	5	5	5	5	3	4	4	3	3	5	5	4	3	5	5	5	4	5
1880	5	5	5	5	5	5	5	5	3	3	4	5	3	4	3	4	4	5	4	1	3	4
1881	5	5	5	4	5	5	4	4	4	4	4	4	3	3	4	5	4	3	5	5	4	3
1881	5	4	4	5	5	4	4	4	4	3	5	4	4	4	4	3	3	4	3	2	4	4
1881	5	3	3	3	4	5	4	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3
1882	3	4	5	4	5	4	4	3	3	1	5	5	5	4	5	5	3	3	3	3	3	3
1882	3	3	5	3	4	3	4	3	2	3	3	4	3	3	3	4	3	3	3	4	3	1
1882	4	4	4	3	4	3	2	3	2	2	3	3	4	3	3	3	3	3	3	3	3	3
1883	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	5	3	3
1883	3	3	3	3	4	4	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3
1883	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
1884	3	3	3	3	4	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3
1884	5	5	5	5	5	5	1	5	5	5	3	1	5	5	5	5	5	5	5	5	5	5
1884	4	4	4	4	4	4	3	4	3	3	3	4	2	2	4	4	4	4	3	4	4	4
1885	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1885	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4
1885	4	4	4	4	4	4	2	4	4	4	4	2	4	4	4	4	2	4	4	4	4	4
1886	3	3	4	4	4	4	4	4	3	4	4	4	2	2	3	3	3	4	4	3	4	4
1886	4	2	4	4	2	2	2	4	4	4	2	2	2	2	4	4	2	4	4	4	4	4
1886	3	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	3	4	4	4	4	4
1887	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	4	4	4	4	4	4
1887	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	4	3	1	4	4
1887	5	5	5	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	4	5	3	4
1888	4	4	4	4	4	5	4	4	4	4	4	4	3	3	3	4	3	4	3	4	4	4
1888	5	5	4	4	4	4	4	4	4	4	4	4	4	3	4	3	3	5	4	4	4	4
1888	3	3	2	2	2	2	4	3	4	4	2	1	3	3	1	2	3	4	2	1	3	1
1889	4	4	4	4	4	4	5	3	3	3	4	3	4	3	4	3	3	3	4	4	3	3
1889	5	3	4	2	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4
1889	5	4	5	4	2	4	3	3	3	3	4	3	4	4	4	3	3	3	3	4	3	3
1890	4	4	4	3	4	4	4	3	3	3	3	5	3	3	3	3	3	3	4	1	3	3
1890	5	4	4	4	4	4	4	4	4	3	4	5	4	4	4	4	4	3	4	4	3	3
1890	4	2	3	2	4	2	4	3	3	3	4	2	2	3	1	2	3	4	4	3	4	4
1891	4	4	4	4	4	4	4	4	3	3	1	4	3	3	3	3	3	3	4	4	3	3
1891	4	4	4	4	4	3	4	3	3	3	1	3	4	3	2	4	3	4	4	4	4	4
1891	4	4	4	4	4	4	2	4	4	4	1	3	3	3	3	2	1	5	3	5	4	4
1892	4	4	4	2	5	1	4	4	4	3	3	3	4	4	3	4	2	4	2	4	4	3
1892	5	5	5	4	4	2	5	4	4	4	4	5	4	4	5	4	4	4	3	3	3	4
1892	4	4	4	4	5	3	4	4	4	4	4	4	3	3	4	4	3	4	4	4	4	4
1893	4	1	4	3	3	2	2	4	2	3	3	1	2	3	1	2	3	4	4	3	4	3
1893	4	1	3	3	2	2	4	4	4	4	4	2	3	3	3	4	3	4	4	4	4	4
1893	5	2	5	5	5	2	2	5	5	5	5	1	1	5	1	2	5	5	4	5	5	5
1894	4	4	4	4	4	4	3	4	3	4	4	3	3	3	3	3	3	4	4	4	4	3
1894	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1894	4	4	4	4	4	5	4	4	4	3	5	4	4	5	4	4	4	4	4	4	4	4
1895	5	2	5	5	5	5	5	5	5	5	5	1	1	5	1	1	5	5	3	5	5	5
1895	3	3	4	3	4	3	3	3	4	4	4	3	3	3	3	3	4	4	2	4	4	4
1895	3	4	4	4	4	4	5	4	3	3	4	5	4	3	4	4	4	3	4	5	3	3
1896	4	4	5	4	4	4	3	4	3	4	5	3	4	4	4	4	4	4	4	4	5	5
1896	3	5	5	5	5	3	5	3	3	3	4	5	3	3	4	4	3	3	4	5	3	3
1896	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5
1897	3	4	4	4	5	3	5	4	3	4	5	3	4	3	4	4	3	5	4	4	1	3
1897	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1897	3	3	3	3	4	3	5	4	3	4	3	4	4	4	4	3	3	4	3	3	4	3
1898	5	5	5	5	5	2	2	4	4	5	3	4	3	3	3	2	2	4	4	5	5	5
1898	3	3	3	3	4	3	2	3	3	3	4	2	3	3	3	3	4	4	3	3	3	3
1898	2	2	3	3	4	3	4	4	3	3	2	3	3	2	3	2	2	4	2	4	3	3
1899	3	3	3	3	4	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3
1899	2	2	2	3	2	2	3	3	2	4	2	2	3	2	2	2	3	4	2	3	4	3
1899	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	4	5	4	4	4	4
1900	3	3	4	4	4	4	5	4	4	3	3	4	3	3	3	4	3	5	3	4	4	3
1900	5	5	5	5	5	5	5	4	5	4	5	4	4	4	4	4	4	5	4	4	4	4
1900	4	3	4	4	3	3	4	3	3	3	3	3	3	4	3	4	3	3	3	4	3	3
1901	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	5	4	4
1901	4	4	4	4	4	4	3	3	4	3	2	3	3	3	3	3	3	3	4	3	3	3
1901	3	3	4	5	5	5	3	3	3	4	3	4	3	3	3	4	3	3	4	5	3	4
1902	3	4	4	4	4	3	2	4	2	2	2	2	2	2	3	3	2	3	2	4	3	3
1902	3	3	4	4	4	4	2	4	4	4	4	1	4	2	2	2	3	4	3	4	4	2
1902	4	4	4	4	4	4	2	3	4	4	4	1	1	1	2	4	3	3	4	4	4	2
1903	4	4	4	4	5	5	3	4	4	4	5	3	3	3	3	4	4	3	3	4	3	4
1903	5	5	5	5	5	5	4	5	4	5	5	3	3	4	4	4	3	3	4	4	5	5
1903	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1904	5	5	4	4	4	2	3	3	3	3	4	3	4	3	4	2	4	4	4	4	4	4
1904	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1904	5	5	3	4	5	5	5	4	3	3	4	5	4	3	4	3	4	4	4	4	3	3
1905	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1905	4	5	3	5	5	4	4	3	4	4	5	3	3	3	4	4	3	4	4	4	3	3
1905	5	5	5	5	5	5	5	5	4	4	5	4	5	4	4	4	4	4	4	4	4	4
1906	3	4	3	3	5	5	4	4	4	4	1	4	4	4	4	3	4	3	4	4	3	3
1906	4	4	4	4	4	5	5	5	5	5	1	5	4	4	5	3	4	5	4	5	4	4
1906	3	4	4	4	5	4	3	4	5	4	1	4	4	5	5	4	4	2	4	4	3	2
1907	5	5	5	5	5	5	4	4	5	5	4	5	5	3	4	3	5	4	4	4	4	4
1907	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	5	5	5	5	4	4
1907	5	5	5	5	5	5	5	5	5	4	3	4	4	4	4	4	4	5	4	4	4	4
1908	3	5	4	4	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	4	5
1908	2	4	4	4	4	3	3	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
1908	4	4	3	4	5	5	4	4	5	5	4	5	4	3	4	4	4	4	4	4	3	4
1909	5	4	4	3	5	3	4	3	3	4	4	3	4	4	4	4	4	4	4	4	4	4
